text,label,language
ಭುವನೇಶ್ವರನಲ್ಲಿ ಸೂರ್ಯೋದಯ ಯಾವಾಗ?,sunrise_sunset,kn
కోల్‌కతాలో ప్రస్తుత వాతావరణం ఎలా ఉంది?,weather_current,te
ବେଙ୍ଗାଲୁରୁ ପାଇଁ କୌଣସି ପାଣିପାଗ ସତର୍କତା ଅଛି କି?,weather_alert,or
ভুবনেশ্বর এ সূর্যাস্ত কখন?,sunrise_sunset,bn
क्या आज चेन्नई में बारिश होगी?,rain,hi
બેંગલુરુમાં ભેજ કેટલો છે?,humidity,gu
Is there a chance of rain in Mumbai?,rain,en
How strong is the wind in Mumbai?,wind,en
How humid is it in Bengaluru?,humidity,en
ਕੱਲ੍ਹ ਬੈਂਗਲੁਰੂ ਵਿੱਚ ਤਾਪਮਾਨ ਕਿੰਨਾ ਰਹੇਗਾ?,temperature,pa
சென்னைவில் காற்றின் தரம் எப்படி உள்ளது?,air_quality,ta
இந்த வார இறுதியில் கொல்கத்தாவில் வானிலை எப்படி இருக்கும்?,weather_forecast,ta
कोलकाता में सूर्योदय कितने बजे होगा?,sunrise_sunset,hi
Is rain expected in Bhubaneswar?,rain,en
हैदराबाद मध्ये पावसाची शक्यता आहे का?,rain,mr
ಬೆಂಗಳೂರುನಲ್ಲಿ ತಾಪಮಾನ ಎಷ್ಟು?,temperature,kn
భువనేశ్వర్ AQI ఎంత?,air_quality,te
ಭುವನೇಶ್ವರನಲ್ಲಿ ಗಾಳಿಯ ವೇಗ ಎಷ್ಟು?,wind,kn
चेन्नई में आज मौसम कैसा है?,weather_current,hi
আগামীকাল বেঙ্গালুরু এর আবহাওয়া কেমন থাকবে?,weather_forecast,bn
భువనేశ్వర్ AQI ఎంత?,air_quality,te
પુણેમાં તાપમાન કેટલું છે?,temperature,gu
ବେଙ୍ଗାଲୁରୁର ବର୍ତ୍ତମାନ ପାଗ କେମିତି?,weather_current,or
कोलकाता में हवा कितनी तेज है?,wind,hi
புவனேஸ்வர்வில் ஈரப்பதம் எவ்வளவு?,humidity,ta
நாளை புவனேஸ்வர்வில் மழை பெய்யுமா?,rain,ta
ଆଜି ବେଙ୍ଗାଲୁରୁର ଆର୍ଦ୍ରତା କେତେ ରହିବ?,humidity,or
రేపు ముంబైలో వాతావరణం ఎలా ఉంటుంది?,weather_forecast,te
ಮುಂಬೈನಲ್ಲಿ ತೇವಾಂಶ ಎಷ್ಟು?,humidity,kn
ಪುಣೆನಲ್ಲಿ ಮಳೆಯ ಸಾಧ್ಯತೆ ಇದೆಯೇ?,rain,kn
How cold is it in Mumbai?,temperature,en
బెంగళూరుకి వాతావరణ హెచ్చరికలు ఏమైనా ఉన్నాయా?,weather_alert,te
ચેન્નાઈમાં વરસાદની શક્યતા છે?,rain,gu
ଭୁବନେଶ୍ୱରରେ ସୂର୍ଯ୍ୟାସ୍ତ କେତେବେଳେ?,sunrise_sunset,or
Is rain expected in Mumbai?,rain,en
చెన్నైలో వాతావరణ హెచ్చరిక ఉందా?,weather_alert,te
What is the temperature in Chennai?,temperature,en
કાલે ભુવનેશ્વરમાં હવામાન કેવું રહેશે?,weather_forecast,gu
What is the weather like in Hyderabad?,weather_current,en
हैदराबाद मध्ये सूर्योदय किती वाजता होतो?,sunrise_sunset,mr
કોલકાતામાં તાપમાન કેટલું છે?,temperature,gu
ਕੋਲਕਾਤਾ ਵਿੱਚ ਸੂਰਜ ਕਿੰਨੇ ਵਜੇ ਡੁੱਬਦਾ ਹੈ?,sunrise_sunset,pa
டெல்லிவில் எவ்வளவு ஈரப்பதமாக உள்ளது?,humidity,ta
আজ পুনে এর আবহাওয়া কেমন?,weather_current,bn
क्या आज चेन्नई में बारिश होगी?,rain,hi
कोलकाता का मौसम पूर्वानुमान बताओ।,weather_forecast,hi
கொல்கத்தாவில் ஏதேனும் வானிலை எச்சரிக்கை உள்ளதா?,weather_alert,ta
कल मुंबई में तापमान कितना रहेगा?,temperature,hi
ବେଙ୍ଗାଲୁରୁର ବର୍ତ୍ତମାନ ପାଗ କେମିତି?,weather_current,or
ಪುಣೆ ಹವಾಮಾನ ಮುನ್ಸೂಚನೆ ಏನು?,weather_forecast,kn
বেঙ্গালুরু এ বাতাসের গতি কত?,wind,bn
"Which city is colder, Pune or Delhi?",weather_comparison,en
இன்று டெல்லிவில் ஈரப்பதம் எவ்வளவு இருக்கும்?,humidity,ta
कोलकाता मध्ये किती दमट आहे?,humidity,mr
કોલકાતામાં સૂર્યાસ્ત કેટલા વાગ્યે થાય છે?,sunrise_sunset,gu
How humid is it in Delhi?,humidity,en
କୋଲକାତାରେ କେତେ ଗରମ ଅଛି?,temperature,or
বেঙ্গালুরু এ কোনো আবহাওয়া সতর্কতা জারি হয়েছে?,weather_alert,bn
કોલકાતાનો AQI કેટલો છે?,air_quality,gu
ਕੋਲਕਾਤਾ ਦਾ ਮੌਸਮ ਪੂਰਵ ਅਨੁਮਾਨ ਕੀ ਹੈ?,weather_forecast,pa
ହାଇଦ୍ରାବାଦର AQI କେତେ?,air_quality,or
"চেন্নাই না মুম্বাই, কোনটি বেশি ঠান্ডা?",weather_comparison,bn
How hot is it in Bengaluru?,temperature,en
આજે હૈદરાબાદમાં હવામાન કેવું છે?,weather_current,gu
ਹੈਦਰਾਬਾਦ ਵਿੱਚ ਅੱਜ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਹੈ?,weather_current,pa
ಚೆನ್ನೈ ಹವಾಮಾನ ಮುನ್ಸೂಚನೆ ಏನು?,weather_forecast,kn
What will the temperature be in Pune tomorrow?,temperature,en
મુંબઈ માટે કોઈ હવામાન ચેતવણી છે?,weather_alert,gu
पुणे का मौसम पूर्वानुमान बताओ।,weather_forecast,hi
बेंगळुरू आणि चेन्नई पैकी कोणते शहर थंड आहे?,weather_comparison,mr
மும்பைவில் காற்று எவ்வளவு வேகமாக வீசுகிறது?,wind,ta
उद्या चेन्नई मध्ये तापमान किती असेल?,temperature,mr
क्या कल मुंबई में बारिश होगी?,rain,hi
బెంగళూరులో ఉష్ణోగ్రత ఎంత?,temperature,te
ನಾಳೆ ಪುಣೆನಲ್ಲಿ ತಾಪಮಾನ ಎಷ್ಟು ಇರುತ್ತದೆ?,temperature,kn
पुणे के लिए कोई मौसम चेतावनी है?,weather_alert,hi
हैदराबाद मध्ये तापमान किती आहे?,temperature,mr
दिल्ली के लिए कोई मौसम चेतावनी है?,weather_alert,hi
చెన్నైకి వాతావరణ హెచ్చరికలు ఏమైనా ఉన్నాయా?,weather_alert,te
புனேவில் ஏதேனும் வானிலை எச்சரிக்கை உள்ளதா?,weather_alert,ta
కోల్‌కతాకి వాతావరణ హెచ్చరికలు ఏమైనా ఉన్నాయా?,weather_alert,te
दिल्ली मध्ये सूर्योदय किती वाजता होतो?,sunrise_sunset,mr
ଭୁବନେଶ୍ୱର ଏବଂ ବେଙ୍ଗାଲୁରୁର ପାଗ ତୁଳନା କରନ୍ତୁ।,weather_comparison,or
ಮುಂಬೈನಲ್ಲಿ ಎಷ್ಟು ತೇವಾಂಶ ಇದೆ?,humidity,kn
ਬੈਂਗਲੁਰੂ ਅਤੇ ਚੇਨਈ ਦੇ ਮੌਸਮ ਦੀ ਤੁਲਨਾ ਕਰੋ।,weather_comparison,pa
நாளை ஹைதராபாத்வில் வெப்பநிலை எவ்வளவு இருக்கும்?,temperature,ta
நாளை பெங்களூருவில் வானிலை எப்படி இருக்கும்?,weather_forecast,ta
દિલ્હીમાં સૂર્યોદય કેટલા વાગ્યે થાય છે?,sunrise_sunset,gu
आज बेंगलुरु में मौसम कैसा रहेगा?,weather_current,hi
या आठवड्याच्या शेवटी दिल्ली मध्ये हवामान कसे असेल?,weather_forecast,mr
पुणे और भुवनेश्वर में किसका मौसम बेहतर है?,weather_comparison,hi
Are there any weather alerts for Mumbai?,weather_alert,en
দিল্লি এর আর্দ্রতা কত?,humidity,bn
ਦਿੱਲੀ ਵਿੱਚ ਤਾਪਮਾਨ ਕਿੰਨਾ ਹੈ?,temperature,pa
भुवनेश्वर मध्ये वाऱ्याचा वेग किती आहे?,wind,mr
ପୁଣେରେ ତାପମାତ୍ରା କେତେ?,temperature,or
ਦਿੱਲੀ ਵਿੱਚ ਤਾਪਮਾਨ ਕਿੰਨਾ ਹੈ?,temperature,pa
పుణె వాతావరణ సూచన ఏమిటి?,weather_forecast,te
चेन्नई में मौसम की कोई चेतावनी है?,weather_alert,hi
Will it rain tomorrow in Mumbai?,rain,en
How humid is it in Kolkata?,humidity,en
How is the weather in Hyderabad right now?,weather_current,en
ਕੀ ਅੱਜ ਕੋਲਕਾਤਾ ਵਿੱਚ ਮੀਂਹ ਪਵੇਗਾ?,rain,pa
क्या आज कोलकाता में बारिश होगी?,rain,hi
What is the chance of rain in Mumbai?,rain,en
મુંબઈ માટે કોઈ હવામાન ચેતવણી છે?,weather_alert,gu
ఈ వారాంతంలో పుణెలో వాతావరణం ఎలా ఉంటుంది?,weather_forecast,te
ನಾಳೆ ದೆಹಲಿನಲ್ಲಿ ಹವಾಮಾನ ಹೇಗಿರುತ್ತದೆ?,weather_forecast,kn
What weather can I expect in Mumbai tomorrow?,weather_forecast,en
What weather can I expect in Mumbai tomorrow?,weather_forecast,en
బెంగళూరులో ప్రస్తుత వాతావరణం ఎలా ఉంది?,weather_current,te
What is the wind speed in Kolkata?,wind,en
இன்று டெல்லிவில் மழை பெய்யுமா?,rain,ta
इस सप्ताह के अंत में बेंगलुरु में मौसम कैसा रहेगा?,weather_forecast,hi
মুম্বাই এ কোনো আবহাওয়া সতর্কতা জারি হয়েছে?,weather_alert,bn
भुवनेश्वर का वर्तमान मौसम बताओ।,weather_current,hi
How is the air quality in Hyderabad?,air_quality,en
How hot is it in Chennai?,temperature,en
এই সপ্তাহান্তে মুম্বাই এর আবহাওয়া কেমন হবে?,weather_forecast,bn
ଆସନ୍ତାକାଲି ବେଙ୍ଗାଲୁରୁରେ ବର୍ଷା ହେବ କି?,rain,or
ଆଜି ମୁମ୍ବାଇରେ ବର୍ଷା ହେବ କି?,rain,or
ਦਿੱਲੀ ਅਤੇ ਪੁਣੇ ਦੇ ਮੌਸਮ ਦੀ ਤੁਲਨਾ ਕਰੋ।,weather_comparison,pa
दिल्ली मध्ये हवामानाचा इशारा आहे का?,weather_alert,mr
दिल्ली आणि हैदराबाद पैकी कोणते शहर थंड आहे?,weather_comparison,mr
ଆଜି କୋଲକାତାର ଆର୍ଦ୍ରତା କେତେ ରହିବ?,humidity,or
দিল্লি এ সূর্যোদয় কখন?,sunrise_sunset,bn
आज दिल्ली मध्ये आर्द्रता किती असेल?,humidity,mr
பெங்களூருவில் ஏதேனும் வானிலை எச்சரிக்கை உள்ளதா?,weather_alert,ta
ପୁଣେରେ ସୂର୍ଯ୍ୟୋଦୟ କେତେବେଳେ?,sunrise_sunset,or
రేపు బెంగళూరులో ఉష్ణోగ్రత ఎంత ఉంటుంది?,temperature,te
రేపు భువనేశ్వర్లో వర్షం పడుతుందా?,rain,te
நாளை மும்பைவில் வெப்பநிலை எவ்வளவு இருக்கும்?,temperature,ta
चेन्नई मध्ये किती उष्णता आहे?,temperature,mr
ముంబై వాతావరణ సూచన ఏమిటి?,weather_forecast,te
ਕੋਲਕਾਤਾ ਦਾ ਮੌਸਮ ਪੂਰਵ ਅਨੁਮਾਨ ਕੀ ਹੈ?,weather_forecast,pa
டெல்லிவில் சூரிய அஸ்தமனம் எப்போது?,sunrise_sunset,ta
How windy is it in Hyderabad?,wind,en
ಭುವನೇಶ್ವರನಲ್ಲಿ ಗಾಳಿಯ ಗುಣಮಟ್ಟ ಹೇಗಿದೆ?,air_quality,kn
ચેન્નાઈમાં આજે હવામાન કેવું છે?,weather_current,gu
हैदराबाद चा AQI किती आहे?,air_quality,mr
या आठवड्याच्या शेवटी कोलकाता मध्ये हवामान कसे असेल?,weather_forecast,mr
ಕೊಲ್ಕತ್ತಾನಲ್ಲಿ ಗಾಳಿ ಎಷ್ಟು ವೇಗವಾಗಿ ಬೀಸುತ್ತಿದೆ?,wind,kn
ಭುವನೇಶ್ವರನಲ್ಲಿ ಸೂರ್ಯೋದಯ ಯಾವಾಗ?,sunrise_sunset,kn
புவனேஸ்வர்வில் எவ்வளவு வெப்பமாக உள்ளது?,temperature,ta
ਭੁਵਨੇਸ਼ਵਰ ਵਿੱਚ ਇਸ ਵੇਲੇ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਹੈ?,weather_current,pa
पुणे और दिल्ली के मौसम की तुलना करो।,weather_comparison,hi
ಭುವನೇಶ್ವರನಲ್ಲಿ ಎಷ್ಟು ಬಿಸಿಯಾಗಿದೆ?,temperature,kn
ಬೆಂಗಳೂರುನಲ್ಲಿ ಪ್ರಸ್ತುತ ಹವಾಮಾನ ಹೇಗಿದೆ?,weather_current,kn
আজ ভুবনেশ্বর এর আর্দ্রতা কত থাকবে?,humidity,bn
மும்பைவில் எவ்வளவு ஈரப்பதமாக உள்ளது?,humidity,ta
ఢిల్లీకి వాతావరణ హెచ్చరికలు ఏమైనా ఉన్నాయా?,weather_alert,te
মুম্বাই এর আবহাওয়ার পূর্বাভাস কী?,weather_forecast,bn
"பெங்களூரு அல்லது சென்னை, எது குளிராக உள்ளது?",weather_comparison,ta
What is the weather forecast for Hyderabad?,weather_forecast,en
What is the chance of rain in Mumbai?,rain,en
இன்று பெங்களூருவில் வானிலை எப்படி இருக்கும்?,weather_current,ta
पुणे का वर्तमान मौसम बताओ।,weather_current,hi
ముంబైలో ఎంత వేడిగా ఉంది?,temperature,te
चेन्नई में आज मौसम कैसा है?,weather_current,hi
பெங்களூருவில் தற்போதைய வானிலை எப்படி உள்ளது?,weather_current,ta
బెంగళూరులో తేమ ఎంత?,humidity,te
"কলকাতা না ভুবনেশ্বর, কোনটি বেশি ঠান্ডা?",weather_comparison,bn
पुणे मध्ये सूर्यास्त किती वाजता होतो?,sunrise_sunset,mr
हैदराबाद मध्ये आज हवामान कसे आहे?,weather_current,mr
மும்பைவில் காற்றின் தரம் எப்படி உள்ளது?,air_quality,ta
भुवनेश्वर मध्ये सूर्यास्त किती वाजता होतो?,sunrise_sunset,mr
ਕੋਲਕਾਤਾ ਅਤੇ ਬੈਂਗਲੁਰੂ ਦੇ ਮੌਸਮ ਦੀ ਤੁਲਨਾ ਕਰੋ।,weather_comparison,pa
ಪುಣೆನಲ್ಲಿ ಗಾಳಿಯ ವೇಗ ಎಷ್ಟು?,wind,kn
ਹੈਦਰਾਬਾਦ ਵਿੱਚ ਸੂਰਜ ਕਿੰਨੇ ਵਜੇ ਡੁੱਬਦਾ ਹੈ?,sunrise_sunset,pa
ਬੈਂਗਲੁਰੂ ਵਿੱਚ ਤਾਪਮਾਨ ਕਿੰਨਾ ਹੈ?,temperature,pa
भुवनेश्वर मधील सध्याचे हवामान कसे आहे?,weather_current,mr
ముంబైలో గాలి ఎంత వేగంగా వీస్తోంది?,wind,te
চেন্নাই এ কতটা গরম?,temperature,bn
कोलकाता में सूर्यास्त कितने बजे होगा?,sunrise_sunset,hi
Will it rain in Hyderabad today?,rain,en
ભુવનેશ્વર અને દિલ્હીના હવામાનની તુલના કરો.,weather_comparison,gu
पुणे का AQI कितना है?,air_quality,hi
Are there any severe weather warnings in Chennai?,weather_alert,en
মুম্বাই এর জন্য কোনো আবহাওয়া সতর্কতা আছে?,weather_alert,bn
मुंबई मध्ये हवामानाचा इशारा आहे का?,weather_alert,mr
ਮੁੰਬਈ ਵਿੱਚ ਸੂਰਜ ਕਿੰਨੇ ਵਜੇ ਡੁੱਬਦਾ ਹੈ?,sunrise_sunset,pa
ମୁମ୍ବାଇ ଏବଂ ଭୁବନେଶ୍ୱରର ପାଗ ତୁଳନା କରନ୍ତୁ।,weather_comparison,or
बेंगळुरू मध्ये सूर्यास्त किती वाजता होतो?,sunrise_sunset,mr
કોલકાતામાં વરસાદની શક્યતા છે?,rain,gu
ਚੇਨਈ ਦਾ ਮੌਸਮ ਪੂਰਵ ਅਨੁਮਾਨ ਕੀ ਹੈ?,weather_forecast,pa
How strong is the wind in Bengaluru?,wind,en
મુંબઈમાં સૂર્યાસ્ત કેટલા વાગ્યે થાય છે?,sunrise_sunset,gu
What is the AQI in Kolkata?,air_quality,en
ਕੱਲ੍ਹ ਪੁਣੇ ਵਿੱਚ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਰਹੇਗਾ?,weather_forecast,pa
ਕੀ ਅੱਜ ਕੋਲਕਾਤਾ ਵਿੱਚ ਮੀਂਹ ਪਵੇਗਾ?,rain,pa
ଆଜି କୋଲକାତାର ଆର୍ଦ୍ରତା କେତେ ରହିବ?,humidity,or
पुणे मध्ये हवामानाचा इशारा आहे का?,weather_alert,mr
ಇಂದು ಭುವನೇಶ್ವರನಲ್ಲಿ ಮಳೆ ಬೀಳುತ್ತದೆಯೇ?,rain,kn
ఈ రోజు పుణెలో వాతావరణం ఎలా ఉంటుంది?,weather_current,te
How hot is it in Bengaluru?,temperature,en
ਕੀ ਕੱਲ੍ਹ ਪੁਣੇ ਵਿੱਚ ਮੀਂਹ ਪਵੇਗਾ?,rain,pa
What will the temperature be in Mumbai tomorrow?,temperature,en
उद्या बेंगळुरू मध्ये तापमान किती असेल?,temperature,mr
मुंबई मध्ये सूर्यास्त किती वाजता होतो?,sunrise_sunset,mr
આજે કોલકાતામાં વરસાદ પડશે?,rain,gu
சென்னைவில் எவ்வளவு ஈரப்பதமாக உள்ளது?,humidity,ta
ఢిల్లీలో గాలి వేగం ఎంత?,wind,te
What is the weather in Hyderabad today?,weather_current,en
What will the temperature be in Hyderabad tomorrow?,temperature,en
हैदराबाद आणि भुवनेश्वर पैकी कोणते शहर थंड आहे?,weather_comparison,mr
আজ কি পুনে এ বৃষ্টি হবে?,rain,bn
हैदराबाद मध्ये तापमान किती आहे?,temperature,mr
क्या कल बेंगलुरु में बारिश होगी?,rain,hi
মুম্বাই এর তাপমাত্রা কত?,temperature,bn
চেন্নাই এ কতটা গরম?,temperature,bn
ನಾಳೆ ದೆಹಲಿನಲ್ಲಿ ಮಳೆ ಬೀಳುತ್ತದೆಯೇ?,rain,kn
মুম্বাই এর বর্তমান আবহাওয়া কেমন?,weather_current,bn
ఢిల్లీ వాతావరణ సూచన ఏమిటి?,weather_forecast,te
How is the air quality in Bhubaneswar?,air_quality,en
மும்பைவில் சூரிய அஸ்தமனம் எப்போது?,sunrise_sunset,ta
उद्या पुणे मध्ये पाऊस पडेल का?,rain,mr
ನಾಳೆ ಕೊಲ್ಕತ್ತಾನಲ್ಲಿ ಹವಾಮಾನ ಹೇಗಿರುತ್ತದೆ?,weather_forecast,kn
કાલે પુણેમાં હવામાન કેવું રહેશે?,weather_forecast,gu
पुणे मध्ये किती उष्णता आहे?,temperature,mr
ਕੱਲ੍ਹ ਭੁਵਨੇਸ਼ਵਰ ਵਿੱਚ ਤਾਪਮਾਨ ਕਿੰਨਾ ਰਹੇਗਾ?,temperature,pa
ಹೈದರಾಬಾದ್ನ AQI ಎಷ್ಟು?,air_quality,kn
புனே வானிலை முன்னறிவிப்பு என்ன?,weather_forecast,ta
कल भुवनेश्वर में तापमान कितना रहेगा?,temperature,hi
భువనేశ్వర్లో ఎంత వేడిగా ఉంది?,temperature,te
ਬੈਂਗਲੁਰੂ ਵਿੱਚ ਕਿੰਨੀ ਗਰਮੀ ਹੈ?,temperature,pa
পুনে এ সূর্যাস্ত কখন?,sunrise_sunset,bn
Compare the weather in Mumbai and Kolkata.,weather_comparison,en
બેંગલુરુમાં તાપમાન કેટલું છે?,temperature,gu
मुंबई में बारिश की संभावना है?,rain,hi
मुंबई के लिए कोई मौसम चेतावनी है?,weather_alert,hi
पुणे मध्ये आज हवामान कसे आहे?,weather_current,mr
চেন্নাই এ সূর্যোদয় কখন?,sunrise_sunset,bn
ఈ రోజు ఢిల్లీలో వాతావరణం ఎలా ఉంటుంది?,weather_current,te
દિલ્હીમાં કેટલી ગરમી છે?,temperature,gu
ਕੀ ਅੱਜ ਪੁਣੇ ਵਿੱਚ ਮੀਂਹ ਪਵੇਗਾ?,rain,pa
கொல்கத்தா மற்றும் புவனேஸ்வர் வானிலையை ஒப்பிடுங்கள்.,weather_comparison,ta
ଚେନ୍ନାଇ ଏବଂ ପୁଣେର ପାଗ ତୁଳନା କରନ୍ତୁ।,weather_comparison,or
ಮುಂಬೈನಲ್ಲಿ ಪ್ರಸ್ತುತ ಹವಾಮಾನ ಹೇಗಿದೆ?,weather_current,kn
மும்பைவில் தற்போதைய வானிலை எப்படி உள்ளது?,weather_current,ta
आज कोलकाता चे हवामान कसे आहे?,weather_current,mr
இன்று புவனேஸ்வர்வில் வானிலை எப்படி இருக்கும்?,weather_current,ta
Are there any severe weather warnings in Kolkata?,weather_alert,en
இந்த வார இறுதியில் கொல்கத்தாவில் வானிலை எப்படி இருக்கும்?,weather_forecast,ta
बेंगलुरु में आर्द्रता कितनी है?,humidity,hi
ਪੁਣੇ ਵਿੱਚ ਹਵਾ ਦੀ ਗੁਣਵੱਤਾ ਕਿਹੋ ਜਿਹੀ ਹੈ?,air_quality,pa
ਪੁਣੇ ਅਤੇ ਮੁੰਬਈ ਦੇ ਮੌਸਮ ਦੀ ਤੁਲਨਾ ਕਰੋ।,weather_comparison,pa
ପୁଣେରେ ପବନ କେତେ ଜୋରରେ ବହୁଛି?,wind,or
மும்பைவில் வெப்பநிலை எவ்வளவு?,temperature,ta
How strong is the wind in Delhi?,wind,en
బెంగళూరు AQI ఎంత?,air_quality,te
হায়দ্রাবাদ এর আবহাওয়া আমাকে বলুন।,weather_current,bn
ಪುಣೆನಲ್ಲಿ ಸೂರ್ಯೋದಯ ಯಾವಾಗ?,sunrise_sunset,kn
କୋଲକାତାରେ କେତେ ଆର୍ଦ୍ରତା ଅଛି?,humidity,or
ਕੀ ਅੱਜ ਚੇਨਈ ਵਿੱਚ ਮੀਂਹ ਪਵੇਗਾ?,rain,pa
ମୁମ୍ବାଇରେ କେତେ ଗରମ ଅଛି?,temperature,or
ஹைதராபாத்வின் AQI எவ்வளவு?,air_quality,ta
बेंगलुरु का मौसम पूर्वानुमान बताओ।,weather_forecast,hi
ਅੱਜ ਭੁਵਨੇਸ਼ਵਰ ਦਾ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਹੈ?,weather_current,pa
मुंबई मध्ये सूर्योदय किती वाजता होतो?,sunrise_sunset,mr
कोलकाता मध्ये सूर्योदय किती वाजता होतो?,sunrise_sunset,mr
पुणे चे हवामान अंदाज सांगा.,weather_forecast,mr
Is rain expected in Pune?,rain,en
मुंबई मध्ये हवेची गुणवत्ता कशी आहे?,air_quality,mr
ಹೈದರಾಬಾದ್ನಲ್ಲಿ ಸೂರ್ಯಾಸ್ತ ಯಾವಾಗ?,sunrise_sunset,kn
बेंगलुरु और हैदराबाद के मौसम की तुलना करो।,weather_comparison,hi
ମୁମ୍ବାଇରେ ବର୍ଷା ହେବାର ସମ୍ଭାବନା ଅଛି କି?,rain,or
उद्या पुणे मध्ये पाऊस पडेल का?,rain,mr
ଭୁବନେଶ୍ୱରର AQI କେତେ?,air_quality,or
How will the weather be in Kolkata this weekend?,weather_forecast,en
"ದೆಹಲಿ ಅಥವಾ ಬೆಂಗಳೂರು, ಯಾವುದು ಹೆಚ್ಚು ತಂಪಾಗಿದೆ?",weather_comparison,kn
दिल्ली में कितनी गर्मी है?,temperature,hi
पुणे का मौसम पूर्वानुमान बताओ।,weather_forecast,hi
આજે મુંબઈમાં ભેજ કેટલો રહેશે?,humidity,gu
புவனேஸ்வர்வில் காற்று எவ்வளவு வேகமாக வீசுகிறது?,wind,ta
ಮುಂಬೈಗೆ ಯಾವುದೇ ಹವಾಮಾನ ಎಚ್ಚರಿಕೆ ಇದೆಯೇ?,weather_alert,kn
कल दिल्ली में मौसम कैसा रहेगा?,weather_forecast,hi
ବେଙ୍ଗାଲୁରୁରେ ତାପମାତ୍ରା କେତେ?,temperature,or
દિલ્હીમાં કેટલી ગરમી છે?,temperature,gu
কলকাতা এ সূর্যাস্ত কখন?,sunrise_sunset,bn
ମୁମ୍ବାଇରେ କୌଣସି ପାଗ ସତର୍କତା ଅଛି କି?,weather_alert,or
ଆସନ୍ତାକାଲି ଦିଲ୍ଲୀରେ ବର୍ଷା ହେବ କି?,rain,or
ఈ రోజు పుణెలో వర్షం పడుతుందా?,rain,te
ਦਿੱਲੀ ਵਿੱਚ ਮੀਂਹ ਦੀ ਸੰਭਾਵਨਾ ਹੈ?,rain,pa
પુણેમાં હવામાનની કોઈ ચેતવણી છે?,weather_alert,gu
ਇਸ ਹਫ਼ਤੇ ਦੇ ਅੰਤ ਵਿੱਚ ਬੈਂਗਲੁਰੂ ਵਿੱਚ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਰਹੇਗਾ?,weather_forecast,pa
আগামীকাল দিল্লি এর তাপমাত্রা কত থাকবে?,temperature,bn
நாளை மும்பைவில் வானிலை எப்படி இருக்கும்?,weather_forecast,ta
મુંબઈનું હવામાન અનુમાન શું છે?,weather_forecast,gu
Will it rain tomorrow in Delhi?,rain,en
এই সপ্তাহান্তে কলকাতা এর আবহাওয়া কেমন হবে?,weather_forecast,bn
What is the AQI in Delhi?,air_quality,en
ਅੱਜ ਦਿੱਲੀ ਦਾ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਹੈ?,weather_current,pa
ਬੈਂਗਲੁਰੂ ਵਿੱਚ ਹਵਾ ਦੀ ਗੁਣਵੱਤਾ ਕਿਹੋ ਜਿਹੀ ਹੈ?,air_quality,pa
দিল্লি এ কতটা গরম?,temperature,bn
ಇಂದು ಭುವನೇಶ್ವರನಲ್ಲಿ ತೇವಾಂಶ ಎಷ್ಟು ಇರುತ್ತದೆ?,humidity,kn
What will the weather be like in Chennai tomorrow?,weather_forecast,en
આજે કોલકાતામાં હવામાન કેવું છે?,weather_current,gu
কলকাতা এ বাতাসের গতি কত?,wind,bn
કોલકાતામાં સૂર્યોદય કેટલા વાગ્યે થાય છે?,sunrise_sunset,gu
கொல்கத்தாவில் எவ்வளவு ஈரப்பதமாக உள்ளது?,humidity,ta
நாளை கொல்கத்தாவில் வானிலை எப்படி இருக்கும்?,weather_forecast,ta
କୋଲକାତାରେ କେତେ ଆର୍ଦ୍ରତା ଅଛି?,humidity,or
ବେଙ୍ଗାଲୁରୁରେ ଆଜି ପାଗ କେମିତି ଅଛି?,weather_current,or
బెంగళూరులో ఎంత తేమ ఉంది?,humidity,te
ಹೈದರಾಬಾದ್ನಲ್ಲಿ ಎಷ್ಟು ಬಿಸಿಯಾಗಿದೆ?,temperature,kn
હૈદરાબાદ માટે કોઈ હવામાન ચેતવણી છે?,weather_alert,gu
டெல்லிவில் தற்போதைய வானிலை எப்படி உள்ளது?,weather_current,ta
કાલે મુંબઈમાં વરસાદ પડશે?,rain,gu
ਭੁਵਨੇਸ਼ਵਰ ਲਈ ਕੋਈ ਮੌਸਮ ਚੇਤਾਵਨੀ ਹੈ?,weather_alert,pa
ਕੀ ਅੱਜ ਕੋਲਕਾਤਾ ਵਿੱਚ ਮੀਂਹ ਪਵੇਗਾ?,rain,pa
How will the weather be in Mumbai this weekend?,weather_forecast,en
કોલકાતામાં આજે હવામાન કેવું છે?,weather_current,gu
ଏହି ସପ୍ତାହ ଶେଷରେ ଦିଲ୍ଲୀର ପାଗ କେମିତି ରହିବ?,weather_forecast,or
કોલકાતામાં હવામાનની કોઈ ચેતવણી છે?,weather_alert,gu
భువనేశ్వర్లో వాతావరణ హెచ్చరిక ఉందా?,weather_alert,te
दिल्ली आणि कोलकाता मधील हवामानाची तुलना करा.,weather_comparison,mr
আজ কলকাতা এর আবহাওয়া কেমন?,weather_current,bn
